"","market_cap_intra_day_5","enterprise_value_3","trailing_p_e","forward_p_e_1","peg_ratio_5_yr_expected_1","price_sales_ttm","price_book_mrq","enterprise_value_revenue_3","enterprise_value_ebitda_6","beta_5y_monthly","x52_week_change_3","s_p500_52_week_change_3","x52_week_high_3","x52_week_low_3","x50_day_moving_average_3","x200_day_moving_average_3","avg_vol_3_month_3","avg_vol_10_day_3","shares_outstanding_5","float","percent_held_by_insiders_1","percent_held_by_institutions_1","shares_short_4","short_ratio_4","short_percent_of_float_4","short_percent_of_shares_outstanding_4","shares_short_prior_month_4","forward_annual_dividend_rate_4","forward_annual_dividend_yield_4","trailing_annual_dividend_rate_3","trailing_annual_dividend_yield_3","x5_year_average_dividend_yield_4","payout_ratio_4","dividend_date_3","ex_dividend_date_4","last_split_factor_2","last_split_date_3","profit_margin","operating_margin_ttm","return_on_assets_ttm","return_on_equity_ttm","revenue_ttm","revenue_per_share_ttm","quarterly_revenue_growth_yoy","gross_profit_ttm","ebitda","net_income_avi_to_common_ttm","diluted_eps_ttm","quarterly_earnings_growth_yoy","total_cash_mrq","total_cash_per_share_mrq","total_debt_mrq","total_debt_equity_mrq","current_ratio_mrq","book_value_per_share_mrq","operating_cash_flow_ttm","levered_free_cash_flow_ttm","Code"
"516","56.68M","39.71M","N/A","N/A","N/A","N/A","4.74","N/A","-6.25","0.45","N/A","N/A","0.3150","0.0660","0.1734","0.2103","871.33k","609.7k","314.89M","166.63M","36.24%","7.64%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-30.67%","-58.85%","N/A","N/A","N/A","N/A","-6.35M","-7.48M","-0.0300","N/A","6.42M","0.03","263.97k","2.82","16.19","0.04","-5.69M","-3.2M","S2R.AX"
"517","13.46M","7.27M","N/A","N/A","N/A","567.12","0.50","306.12","-16.43","2.52","N/A","N/A","0.0200","0.0010","0.0093","0.0087","19.22M","11.38M","1.68B","1.12B","14.07%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","0:1","08 Jun 2000","0.00%","-3,007.11%","-3.51%","-6.05%","23.74k","0.00","-45.90%","N/A","-442.46k","-630.12k","-0.0010","N/A","448.94k","0","N/A","N/A","1.67","0.02","-461.19k","-315.78k","SBR.AX"
"518","349.85M","230.39M","N/A","N/A","N/A","73.02","2.83","48.09","-6.49","0.58","N/A","N/A","0.6400","0.3000","0.4214","0.4960","1.5M","2.79M","736.53M","308.76M","12.94%","16.14%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:30","27 Nov 2014","0.00%","-745.82%","-24.13%","-42.06%","4.79M","0.02","168.00%","-13.02M","-35.5M","-15.77M","-0.0550","N/A","7.03M","0.02","69.61M","116.94","0.13","0.17","-38.4M","-88.22M","SO4.AX"
"519","930.47M","629.85M","12.17","N/A","N/A","1.42","1.24","0.96","1.94","1.06","N/A","N/A","5.98","2.75","5.27","4.85","1.21M","796.31k","178.25M","166.84M","8.63%","45.79%","N/A","N/A","N/A","N/A","N/A","0.19","3.73%","0.19","3.73%","3.21","48.97%","N/A","14 Sep 2020","1:1","27 Jul 2009","11.27%","19.02%","9.59%","10.67%","657.09M","3.80","7.80%","490.17M","324.82M","74.05M","0.43","-30.00%","291.14M","1.63","12.49M","1.66","5.44","4.20","273.59M","139.8M","SFR.AX"
"520","7.65M","5.07M","N/A","N/A","N/A","70.07","1.62","46.45","-5.44","-0.08","N/A","N/A","0.1500","0.0490","0.0925","0.0890","22.48k","18.46k","72.82M","18.46M","76.69%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,074.15%","-13.81%","-18.71%","109.12k","0.00","2.20%","N/A","-932.43k","-974.23k","-0.0130","N/A","4.4M","0.06","N/A","N/A","38.44","0.06","-864.01k","-483.82k","SFM.AX"
"521","18.82M","5.11M","N/A","N/A","N/A","N/A","0.74","N/A","-3.58","2.23","N/A","N/A","0.3500","0.0020","0.1736","0.1884","105.17k","220.2k","114.03M","20.91M","31.27%","10.75%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:70","29 Oct 2020","0.00%","0.00%","-12.86%","-21.73%","N/A","N/A","N/A","N/A","-1.43M","-1.47M","-0.0570","N/A","830.96k","0.02","N/A","N/A","3.18","0.22","-1.29M","-2.56M","SMI.AX"
"522","5.17B","5.17B","21.71","N/A","N/A","4.09","3.04","4.08","9.78","-0.41","N/A","N/A","6.7500","2.8200","4.8691","5.3443","8.79M","8.07M","1.11B","1.06B","4.61%","44.21%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","02 Feb 2021","1:1","14 Dec 2006","19.04%","31.17%","9.83%","15.42%","1.27B","1.15","46.80%","523.41M","528.42M","241.03M","0.2160","74.40%","426.31M","0.38","398.33M","23.27","2.38","1.54","598.42M","177.61M","SAR.AX"
"523","46.1M","32.69M","N/A","N/A","N/A","921.95","2.16","653.75","-22.14","0.95","N/A","N/A","0.9400","0.2800","0.6037","0.7109","197.83k","436.2k","108.47M","66.56M","26.28%","32.41%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-3,002.08%","-6.45%","-10.55%","50k","0.00","-6.40%","50k","-1.48M","-1.48M","-0.0200","N/A","5.13M","0.06","N/A","N/A","9.55","0.20","-919.83k","-4.85M","STN.AX"
"524","113.21M","108.7M","N/A","N/A","N/A","292.40","4.62","280.75","-31.89","1.05","N/A","N/A","0.0560","0.0060","0.0255","0.0128","50.88M","96.76M","3.74B","2.14B","28.26%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:4","25 Oct 2013","0.00%","-1,283.35%","-12.11%","-22.00%","387.18k","0.00","3,449.70%","60.43k","-3.41M","-5.02M","-0.0020","N/A","4.58M","0","71.14k","0.30","1.11","0.01","-2.89M","-636.39k","SYA.AX"
"525","107.25M","100.74M","N/A","N/A","N/A","3.54","4.32","3.33","-127.58","0.67","N/A","N/A","0.9500","0.2500","0.7607","0.7436","249.32k","258.81k","153.22M","108.13M","27.20%","18.16%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","03 Dec 2018","-0.85%","-3.64%","-2.97%","-1.49%","30.28M","0.21","199.60%","3.3M","-789.58k","-256.56k","-0.0020","N/A","7.11M","0.05","1.41M","5.69","2.27","0.16","-1.88M","-2.08M","SDV.AX"
"526","11.48M","11.46M","N/A","N/A","N/A","N/A","N/A","N/A","13.38","0.35","N/A","N/A","0.1200","0.0140","0.0566","0.0750","104.66k","61.3k","229.52M","105.98M","52.23%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-20.76%","N/A","N/A","N/A","N/A","N/A","856.42k","-818.45k","-0.0040","N/A","167.21k","0","1.3M","N/A","0.10","-0.01","-368.43k","-143.68k","SCN.AX"
"527","162.73M","130.82M","N/A","N/A","N/A","7.73","11.30","6.22","-224.70","1.33","N/A","N/A","0.3500","0.0460","0.2259","0.1772","1.1M","2.87M","533.53M","194.61M","53.24%","0.23%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:100","09 Apr 2015","-5.64%","-4.21%","-3.65%","-11.10%","21.04M","0.05","-1.30%","3.69M","-582.18k","-1.19M","-0.0030","N/A","2.88M","0.01","1.92M","16.84","2.51","0.03","-650.38k","-577.26k","SES.AX"
"528","136.69M","134.58M","N/A","N/A","N/A","697.41","1.37","686.63","-19.01","2.16","N/A","N/A","0.4800","0.0650","0.3814","0.3050","377.19k","214.9k","346.06M","231.52M","32.01%","8.55%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-4,307.14%","-6.18%","-10.50%","196k","0.00","42.00%","N/A","-7.08M","-8.37M","-0.0120","N/A","7.08M","0.02","1.51M","1.74","2.71","0.29","-4.46M","-9.71M","SFX.AX"
"529","12.95M","8.88M","N/A","N/A","N/A","209.85","8.00","143.86","-23.79","1.33","N/A","N/A","0.0310","0.0010","0.0207","0.0131","12.06M","5.86M","809.24M","349.97M","50.63%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-721.41%","-12.04%","-32.60%","61.7k","0.00","31.20%","-49.24k","-373.16k","-453.34k","-0.0010","N/A","854.15k","0","6.63k","0.55","16.14","0.00","-407.21k","-475.31k","SHH.AX"
"530","14.19M","23.57M","N/A","N/A","N/A","593.43","22.00","985.85","-36.29","2.96","N/A","N/A","0.0460","0.0010","0.0280","0.0158","39.85M","23.2M","1.38B","794.57M","23.43%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:12","29 Nov 2017","0.00%","-2,870.42%","-41.00%","-75.43%","23.91k","0.00","26.00%","23.91k","-649.56k","-686.38k","-0.0010","N/A","799.7k","0","N/A","N/A","8.23","0.00","-757.12k","-448.74k","SI6.AX"
"531","N/A","1.35M","∞","N/A","N/A","N/A","N/A","9.05","N/A","0.24","N/A","N/A","0.0020","0.0020","0.0020","0.0020","N/A","N/A","N/A","141.26M","82.30%","8.53%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","43.62%","-56.38%","-30.33%","42.17%","148.68k","0.00","26.80%","N/A","N/A","64.85k","0.0000","N/A","270.58k","0","20k","8.47","7.60","0.00","-69.03k","-37.6k","SBU.AX"
"532","51.6M","27.19M","N/A","N/A","N/A","100,774.30","0.88","53,098.14","-10.79","2.02","N/A","N/A","0.0370","0.0040","0.0185","0.0227","590.31k","239.49k","3.69B","1.57B","36.16%","14.08%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:1","13 Apr 2007","0.00%","-494,150.98%","-5.85%","-19.53%","512","0.00","-10.20%","-545.04k","-2.52M","-2.45M","-0.0010","N/A","173.7k","0","7.21M","49.97","0.03","0.02","-1.24M","-7.56M","SIH.AX"
"533","13.16M","12.47M","N/A","N/A","N/A","468.57","1.50","444.05","-24.00","0.88","N/A","N/A","0.0330","0.0040","0.0219","0.0184","1.98M","5.68M","487.36M","258.07M","43.58%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,858.09%","-5.00%","-8.57%","28.08k","0.00","-2.40%","28.08k","-519.69k","-554.32k","-0.0020","N/A","650.73k","0","N/A","N/A","9.45","0.02","-510.46k","-291.51k","SCI.AX"
"534","1.33B","1.12B","4.90","N/A","N/A","2.36","1.67","2.00","4.56","0.53","N/A","N/A","2.7500","1.0450","1.7611","2.1135","6.87M","8.22M","881.57M","870.04M","0.61%","41.17%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","45.59%","24.36%","11.13%","40.46%","563.44M","0.68","67.70%","164.67M","246.76M","256.88M","0.3080","8,398.00%","256.99M","0.29","53.24M","6.69","3.37","0.90","252.31M","99.25M","SLR.AX"
"535","291.75M","264.8M","N/A","N/A","N/A","2,516.27","3.37","2,283.86","-155.80","0.71","N/A","N/A","0.3650","0.0520","0.2353","0.2200","6.71M","32.76M","1.04B","849.23M","13.91%","4.61%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:100","09 Jun 2016","0.00%","-1,636.42%","-1.55%","-5.18%","115.95k","0.00","N/A","85.55k","-1.7M","-3.75M","-0.0040","N/A","12.12M","0.01","4.91M","5.87","5.68","0.08","-1.45M","-6.4M","SVL.AX"
"536","2.77B","2.81B","N/A","N/A","N/A","0.56","1.39","0.57","-51.59","1.39","N/A","N/A","14.50","5.52","13.26","10.12","890.95k","839.37k","201.47M","166.21M","17.10%","36.30%","N/A","N/A","N/A","N/A","N/A","0.25","1.99%","0.06","0.47%","3.17","N/A","N/A","09 Mar 2020","N/A","N/A","-5.39%","-3.87%","-3.72%","-12.39%","4.92B","24.33","-33.50%","530.6M","-54.5M","-265.3M","-1.31","N/A","243.1M","1.21","480.4M","24.23","1.82","9.86","-65.3M","-143.2M","SGM.AX"
"537","11.38M","5.35M","32.00","N/A","N/A","24.96","2.13","11.74","-2.62","1.54","N/A","N/A","0.1050","0.0270","0.0636","0.0755","188.49k","170.45k","177.83M","103.3M","31.27%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:12","25 Jul 2019","73.76%","-458.63%","-28.02%","8.31%","456.02k","0.00","66.50%","456.02k","-2.05M","336.36k","0.0020","N/A","3.75M","0.03","N/A","N/A","13.37","0.03","-2.63M","-798.7k","SRI.AX"
"538","40.89M","22.57M","N/A","N/A","N/A","215,185.03","17.41","118,791.02","N/A","N/A","N/A","N/A","0.8600","0.3450","0.6964","0.5998","327.78k","130.03k","80.96M","22.49M","65.31%","5.42%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","-128,070.00%","N/A","N/A","190","N/A","N/A","190","N/A","-248.52k","N/A","N/A","342.92k","0.01","1.89k","0.22","N/A","0.03","-331.59k","N/A","SNG.AX"
"539","53.36M","43.11M","N/A","N/A","N/A","961.24","3.18","776.65","-25.42","-1.05","N/A","N/A","0.4350","0.1150","0.1912","0.1730","321.49k","299.66k","304.9M","175.45M","36.99%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-3,148.48%","-8.78%","-14.50%","55.51k","0.00","N/A","N/A","-1.7M","-1.74M","-0.0060","N/A","10.31M","0.03","42.63k","0.26","29.00","0.05","-1.09M","-3.59M","SKY.AX"
"540","31.64M","31.97M","N/A","N/A","N/A","N/A","N/A","N/A","-41.73","-0.29","N/A","N/A","0.2000","0.1700","0.2000","0.1946","N/A","N/A","158.22M","27.3M","82.75%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-39.21%","-186.38%","N/A","0.00","N/A","N/A","-766.16k","-873.34k","-0.0100","N/A","47.8k","0","374.96k","752.98","0.04","0.00","-176.3k","108.32k","SMG.AX"
"541","12.62B","12.19B","N/A","N/A","N/A","2.01","1.33","1.94","16.22","1.19","N/A","N/A","2.8200","1.5850","2.6012","2.3125","17.67M","20.33M","4.78B","4.63B","0.76%","31.44%","N/A","N/A","N/A","N/A","N/A","0.03","1.17%","0.02","0.81%","N/A","N/A","N/A","10 Sep 2020","N/A","N/A","-1.04%","1.29%","0.36%","-0.66%","6.27B","1.28","-19.00%","3.33B","752M","-65M","-0.0130","N/A","1.32B","0.27","1.02B","10.64","2.10","1.98","1.36B","188.5M","S32.AX"
"542","N/A","6.78M","N/A","N/A","N/A","N/A","2.50","31.44","-43.01","-0.44","N/A","N/A","0.0050","0.0050","0.0050","0.0050","N/A","N/A","N/A","173.3M","88.57%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-76.66%","-2.10%","-51.75%","215.65k","0.00","-84.90%","215.65k","-157.64k","-1.52M","-0.0010","N/A","7.53k","0","1.4M","64.39","1.50","0.00","-209.88k","-201.75k","SXX.AX"
"543","20.27M","9.64M","N/A","N/A","N/A","N/A","1.16","N/A","-3.33","0.81","N/A","N/A","0.1750","0.0860","0.1119","0.1249","354.5k","802.97k","213.33M","75.71M","29.34%","11.57%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.03","30.61%","N/A","0.00%","N/A","03 Jul 2017","1:15","26 Oct 2015","0.00%","0.00%","-20.63%","-46.04%","N/A","N/A","N/A","N/A","-2.89M","-4.17M","-0.0450","N/A","3.74M","0.03","802.21k","7.62","3.79","0.08","-2.31M","-2.72M","SAU.AX"
"544","7.33M","5.18M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.90","N/A","N/A","0.0550","0.0100","0.0296","0.0332","478.61k","382.53k","244.44M","106.93M","33.50%","8.51%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:15","02 Dec 2015","0.00%","0.00%","-241.97%","-1,177.80%","N/A","N/A","N/A","N/A","N/A","-364.75k","-0.0040","N/A","32.82k","0","N/A","N/A","0.82","-0.00","-245.4k","-316.04k","SUH.AX"
"545","187.26M","184.9M","N/A","N/A","N/A","2,048.70","19.79","2,022.82","-60.04","0.64","N/A","N/A","0.5200","0.0800","0.3742","0.3393","363.03k","1.04M","394.24M","290.34M","27.42%","0.37%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-3,437.69%","-18.39%","-31.38%","91.41k","0.00","-78.40%","N/A","-3.08M","-3.05M","-0.0080","N/A","2.36M","0.01","N/A","N/A","5.34","0.02","-4.07M","-3.06M","SVM.AX"
"546","22.2M","3.96M","N/A","N/A","N/A","743.51","2.89","132.58","-12.11","1.52","N/A","N/A","0.3500","0.2800","0.3169","0.3169","157.76k","153.63k","70.46M","13.13M","59.76%","0.25%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-1,927.83%","-14.11%","-21.95%","29.85k","0.00","-59.60%","N/A","-326.82k","-546.2k","-0.0270","N/A","2.25M","0.11","N/A","N/A","38.47","0.11","-299.18k","-208.77k","SPN.AX"
"547","4.68B","4.89B","41.87","N/A","N/A","7.09","1.37","7.41","20.07","1.25","N/A","N/A","33.52","20.61","24.41","25.66","28.63k","52.1k","219.47M","218.62M","0.00%","3.53%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","9.69%","20.87%","2.54%","2.54%","659.96M","5.20","52.50%","277.04M","243.58M","63.93M","0.50","29.00%","747.42M","3.41","528.99M","13.90","5.37","15.19","171.5M","-53.54M","SSR.AX"
"548","1.62B","1.54B","12.64","N/A","N/A","1.96","1.20","1.86","4.50","0.46","N/A","N/A","3.9800","1.6150","2.3406","2.8982","4.54M","3.54M","705.36M","683.58M","2.48%","47.10%","N/A","N/A","N/A","N/A","N/A","0.08","3.48%","0.08","3.56%","N/A","43.86%","N/A","07 Sep 2020","1:6","22 Nov 2010","15.49%","23.02%","6.64%","9.84%","827.73M","1.18","46.40%","415.73M","341.73M","128.23M","0.1820","45.40%","411.54M","0.58","331.77M","24.59","4.41","1.92","279.53M","134.77M","SBM.AX"
"549","52.87M","44.68M","N/A","N/A","N/A","697.85","7.00","589.72","-5.24","1.12","N/A","N/A","0.1750","0.0570","0.1063","0.1109","1.65M","840.53k","503.54M","415.52M","15.59%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","11:10","18 Sep 2017","0.00%","-11,289.73%","-85.14%","-256.45%","75.76k","0.00","-86.50%","N/A","-8.53M","-8.58M","-0.0210","N/A","8.31M","0.02","124.18k","1.68","6.68","0.01","-10.47M","-7.24M","SGQ.AX"
"550","178.76M","157.76M","N/A","N/A","N/A","5,234.35","12.23","4,619.51","-10.37","2.79","N/A","N/A","0.9600","0.2650","0.7847","0.7034","504.8k","312.32k","260.96M","172.96M","26.96%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","19 Jan 2018","N/A","N/A","0.00%","-45,180.33%","-85.09%","-158.10%","34.15k","0.00","-9.40%","34.15k","-15.22M","-15.31M","-0.0750","N/A","9.42M","0.04","261.79k","2.18","4.22","0.06","-11.33M","-4.04M","SVY.AX"
"551","19.08M","12.31M","N/A","N/A","N/A","5,791.04","1.12","3,735.73","-24.83","0.50","N/A","N/A","0.0330","0.0050","0.0193","0.0156","1.59M","3.42M","657.98M","373.4M","24.59%","2.19%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-15,135.02%","-2.67%","-4.29%","3.29k","0.00","-81.50%","N/A","-495.71k","-496k","-0.0010","N/A","546.57k","0","17.08k","0.15","4.52","0.03","-514.54k","-351.14k","SRZ.AX"
"552","8.01M","6.26M","N/A","N/A","N/A","14.31","2.00","11.18","-29.32","-0.23","N/A","N/A","0.0320","0.0040","0.0179","0.0115","5M","4.73M","400.62M","120.31M","66.10%","3.86%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:6","22 Oct 2018","0.00%","-94.63%","-14.93%","-166.36%","559.8k","0.00","N/A","277.61k","-213.53k","-2.55M","-0.0070","N/A","2.15M","0","N/A","N/A","7.38","0.01","-675.56k","-2.08M","SHE.AX"
"553","104.58M","99.34M","N/A","N/A","N/A","1,452.09","6.67","1,379.31","-12.23","1.72","N/A","N/A","0.2900","0.0670","0.2017","0.2118","729.27k","736.59k","522.9M","277.91M","17.60%","31.27%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:12","30 Nov 2017","0.00%","-11,296.83%","-37.42%","-63.06%","72.02k","0.00","-73.40%","72.02k","-8.12M","-8.14M","-0.0210","N/A","5.24M","0.01","N/A","N/A","8.91","0.03","-6.99M","-4M","STA.AX"
"554","8.6M","5.94M","N/A","N/A","N/A","67.32","2.05","46.52","-10.98","-0.10","N/A","N/A","0.1000","0.0300","0.0448","0.0610","590.89k","560.29k","200M","66.56M","51.24%","2.30%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","26 Aug 2020","0.00%","-425.72%","-14.62%","-19.28%","127.75k","0.00","415.40%","N/A","-541.39k","-425.68k","-0.0040","N/A","945.25k","0.01","8.5k","0.33","7.24","0.02","-412.75k","-1.09M","SER.AX"
"555","49.43M","36.99M","N/A","N/A","N/A","982.33","10.00","735.07","-36.72","2.31","N/A","N/A","0.3000","0.0240","0.1816","0.1267","1.37M","1.68M","247.13M","152.25M","28.02%","25.31%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:3","23 Dec 2005","0.00%","-2,382.06%","-19.60%","-38.56%","50.32k","0.00","11.20%","50.32k","-1.01M","-1.4M","-0.0080","N/A","3.41M","0.02","N/A","N/A","13.64","0.02","-1.62M","-319.82k","SRK.AX"
"556","13.21M","10.01M","N/A","N/A","N/A","N/A","2.21","N/A","N/A","0.61","N/A","N/A","0.2900","0.0650","0.2122","0.2173","313.92k","457.84k","69.53M","26.2M","59.47%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","0.00%","-10.94%","-18.46%","N/A","N/A","N/A","N/A","N/A","-855.45k","-0.0180","N/A","2.01M","0.03","N/A","N/A","9.30","0.09","-633.89k","-638.87k","SLZ.AX"
"557","28.73M","25.96M","4.33","N/A","N/A","174.12","0.68","157.31","-15.59","1.48","N/A","N/A","0.0210","0.0030","0.0138","0.0145","6.62M","12.6M","2.21B","1.77B","29.65%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","06 Nov 2014","2,764.85%","-1,020.24%","-2.94%","12.99%","165k","0.00","N/A","N/A","-1.67M","4.56M","0.0030","N/A","3.69M","0","30.12k","0.07","6.46","0.02","-1.37M","-6.47M","STM.AX"
"558","32.86M","26.93M","N/A","N/A","N/A","-8,265.14","16.67","-6,773.30","-7.14","0.53","N/A","N/A","0.2400","0.0500","0.1591","0.1559","187.74k","390.61k","164.31M","78.14M","40.29%","1.89%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:10","31 Mar 2020","0.00%","94,894.74%","-92.11%","-280.87%","-3.98k","-0.00","-61.80%","23.98k","-3.77M","-3.78M","-0.0340","N/A","227.22k","0","N/A","N/A","1.04","0.01","-4.09M","-4.32M","SUP.AX"
"559","19.28M","13.22M","N/A","N/A","N/A","126.55","2.80","86.76","-42.92","-0.84","N/A","N/A","0.0250","0.0020","0.0148","0.0123","8.75M","8.26M","1.38B","680.4M","33.85%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","0.00%","-306.03%","-5.07%","-9.92%","152.34k","0.00","N/A","152.34k","-307.95k","-461.1k","-0.0010","N/A","1.02M","0","N/A","N/A","1.98","0.00","-255.61k","-446.11k","SPQ.AX"
"560","25.38M","18.99M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.69","N/A","N/A","0.0520","0.0010","0.0259","0.0230","19.04M","7.08M","976.14M","491.15M","33.62%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:20","26 Mar 2018","0.00%","0.00%","-320.03%","N/A","N/A","N/A","N/A","N/A","N/A","-1.11M","-0.0020","N/A","193.99k","0","60k","N/A","0.32","-0.00","-592.64k","-882.8k","SRN.AX"
"561","46.35M","66.74M","N/A","N/A","N/A","0.31","0.51","0.45","4.08","1.22","N/A","N/A","0.2400","0.0970","0.1950","0.1964","182.68k","192.77k","299.04M","219.19M","27.17%","32.12%","N/A","N/A","N/A","N/A","N/A","0.01","3.75%","0.01","3.87%","N/A","N/A","N/A","24 Sep 2020","1:1","25 Jun 2009","-4.03%","-2.57%","-1.66%","-6.81%","149.64M","0.53","1.10%","31.68M","16.37M","-6.03M","-0.0210","N/A","12.56M","0.04","32.54M","35.23","2.26","0.31","10.4M","-803.75k","SWK.AX"
"562","2.5k","4.21M","N/A","N/A","N/A","250.50","N/A","421,171.00","-0.81","0.50","N/A","N/A","14.0000","0.0070","11.1191","13.3004","N/A","N/A","357.65k","228.18k","74.47%","0.00%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","1:2000","14 Jan 2021","0.00%","-52,300,159.38%","-106.56%","N/A","10","0.00","N/A","N/A","-5.2M","-8.35M","-27.0470","N/A","253.66k","0.71","5.86M","N/A","0.15","-7.42","-3.63M","-4.61M","SL1.AX"
"563","528.93M","533.8M","N/A","N/A","N/A","16.14","1.63","16.29","-9.91","2.12","N/A","N/A","1.3750","0.1500","1.0730","0.6468","5.08M","4.79M","477.09M","370.44M","11.20%","31.99%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00%","N/A","N/A","N/A","N/A","-237.52%","-356.47%","-17.48%","-22.11%","32.77M","0.08","-84.10%","-39.98M","-53.86M","-77.83M","-0.1890","N/A","53.57M","0.13","58.44M","18.06","7.39","0.78","-42.95M","-35.81M","SYR.AX"
